SECTORNUMBER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308223.277,9863.399,1666.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6597.155,-56832.611,-95009.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5494.576,1175.246,160808.573,-35234.254,-43102.415,-619.904,-103.671,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,46.557,0,5979.181,0,0,0,0,0,0,0,0,2021.539,0,0,0,0,0,0,0,121.159,1766.38,4061.333,4654.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-278.952,-2521.537,-7244.327,0,0,0,0,0,0,1992.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096.43,-76.574,120394.54,-28840.92,-119670.476,-2357.848,-4805.762,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801433.205,725.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5057.405,-82375.732,-277452.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6840.992,-665.751,100794.165,-27111.353,-351048.066,-411.545,-158.404,0,0,0,0,0,0,0,0,0
37,0,0,458.687,0,0,0,10218.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.757,0,0,0,36378.799,156663.756,0,3733.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1607.549,-10374.535,-79489.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.53,-25.118,34029.208,-5205.626,-32537.209,-324.718,-528.138,0,0,0,0,0,0,0,0,0
38,0,0,0,1601.936,31.083,43253.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921.165,14217.013,8365.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-713.251,-5918.981,-12971.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.174,0,375.284,0,-11.14,-438.028,0,0,0,0,0,0,1376.346,-520.401,20747.035,-3768.47,-80463.917,-2144.439,-4710.44,0,0,0,0,0,0,0,0,0
39,0,0,51460.673,721.608,14.175,0,322.469,0,0,5152.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549.049,0,3412.321,0,872.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-553.993,-5093.737,-30278.587,0,0,0,0,0,0,0,0,0,631.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,105.705,-7.609,-110.353,-77.699,0,0,0,0,0,0,321.424,-100.403,10780.082,-2776.873,-31074.34,-904.997,-1210.367,0,0,0,0,9.003,-2.312,0,0,0
40,0,0,609.612,4149.859,0,23074.673,337.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5093.54,0,0,0,0,0,0,-1019.583,-4469.935,-5450.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395.367,-647.563,10469.04,-3980.14,-43989.925,-1511.679,-2288.062,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-397.508,-393.671,12354.7,-2292.293,-29325.199,-706.748,-1656.903,0,0,0,0,0,0,0,0,0
42,0,0,36.801,975.237,0,909.571,111.181,0,182.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.592,-97.512,-1000.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.711,-31.079,647.858,-112.662,-5545.932,-135.306,-249.74,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127.384,-129.497,6330.866,-877.609,-18324.7,-211.561,-706.122,0,0,0,0,0,0,0,0,0
44,0,0,0,0,68.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.088,-3.226,-19.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-148.005,-129.497,12943.349,-1740.781,-31081.963,-118.876,-308.908,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,45.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.127,-2.324,-1.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.137,-25.899,1680.462,-149.608,-1758.762,-67.164,-178.883,0,0,0,0,0,0,0,0,0
46,0,0,3015.447,6419.256,0,9959.79,11067.554,0,40824.997,226.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345.173,6777.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.909,0,0,0,0,0,0,-828.213,-11581.636,-27652.364,0,0,0,0,0,0,5992.336,0,0,117.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.633,0,0,-114.125,-1612.392,-7.089,0,0,0,0,0,0,2063.794,-963.743,33388.191,-12466.414,-94470.483,-1472.144,-6472.208,0,130.433,-43.963,0,22.493,-5.993,0,113.941,-27.154
47,0,0,0,738.671,0,969.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.55,-102.829,-652.908,0,0,0,0,0,0,9398.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-239.136,-1942.196,0,0,0,0,0,0,0,1466.825,-229.463,4477.043,-1011.116,-12409.097,-381.975,-576.688,0,0,0,0,14.474,-6.285,0,11.848,-1.116
48,0,0,0,0,0,0,3054.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.941,-348.613,-1926.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.827,-164.247,5458.202,-2544.437,-9066.065,-307.34,-752.13,0,0,0,0,144.128,-4.677,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.753,-7.246,257.003,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,19289.571,0,33423.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-498.438,-6342.11,-28601.418,0,0,0,0,0,0,51.774,0,0,39895.862,92221.013,0,0,0,0,0,0,0,0,0,36587.613,53248.537,28437.732,15172.714,0,36983.496,0,0,-6165.598,-59580.692,-24300.533,0,0,0,0,0,0,5873.837,-1757.263,67867.63,-18425.581,-143734.977,-2051.614,-5233.014,0,1373.273,-358.632,0,34.767,-7.983,0,9463.76,-2240.523
51,0,0,1.036,0,0,0,0,7535.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94.543,-2876.796,-1573.462,0,0,0,0,9296.677,3146.634,0,0,0,1455.092,0,0,0,0,0,0,0,0,0,0,0,0,0,16706.948,0,167.955,0,0,-600.12,-6538.28,-2768.478,0,0,0,0,0,0,697.429,-387.699,7306.583,-2078.854,-22226.766,-123.691,-609.473,0,1047.347,-304.959,0,3.667,-0.815,0,860.762,-216.104
52,0,0,0,0,0,0,837.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.876,-32.11,-620.838,0,0,0,0,0,0,0,0,33166.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-733.977,-4742.345,0,0,0,0,0,0,0,374.259,-73.41,6206.78,-1226.739,-20759.33,-165.799,-745.766,0,3.376,-1.22,0,13.623,-2.281,0,474.307,-70.172
53,0,0,0,0,0,0,0,0,0,870.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.296,-84.743,-221.866,0,0,0,0,0,0,0,9316.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-210.148,-1342.742,-14.646,0,0,0,0,0,0,86.029,-38.999,27965.994,-5497.66,-30926.808,-259.326,-954.867,0,328.823,-60.992,0,53.749,-8.96,0,481.959,-70.172
54,0,0,0,0,0,0,0,196791.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1674.23,-27848.514,-41299.115,119243.325,1178.481,0,0,0,985.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1178.499,-18756.308,-18672.656,0,0,0,0,0,0,-34.132,-190.792,14902.937,-4560.476,-210317.506,-847.416,-1207.464,0,1803.71,-353.96,0,511.275,-104.463,0,3208.527,-543.692
55,0,0,75.243,0,0,0,0,2692.003,0,0,0,0,0,0,0,0,252515.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1201.602,-61969.641,-92410.888,0,228787.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1961.313,-73786.569,-2007.921,0,0,0,0,0,0,1417.883,-1188.316,31839.903,-10981.28,-331138.207,-1001.05,-2079.986,0,9469.736,-2810.981,0,2608.101,-795.993,0,2290.365,-271.678
56,0,0,0,0,0,0,0,182740.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1312.76,-27463.349,-67934.393,0,12005.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.077,-98.391,-2662.782,-4370.307,0,0,0,0,0,0,-109.656,72.11,3834.902,-1036.766,-85110.131,-455.526,-1481.068,0,0,0,0,0,0,0,1376.439,-291.155
57,0,0,0,0,0,0,0,1937.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48.582,-177.334,-631.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463.62,-312.478,44029.185,-8249.921,-103084.055,-625.04,-3082.906,0,0,0,0,1.128,0,0,9.015,-1.007
58,0,0,0,2543.885,0,0,1.034,0,0,0,0,0,19777.621,10612.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-185.214,-4357.735,-10560.433,0,27180.718,72694.737,39035.382,0,0,0,0,0,0,666.87,10107.776,0,0,0,0,6183.97,0,0,0,0,0,0,0,0,0,0,0,-1807.041,-30801.712,0,0,0,0,0,0,0,28.481,-156.239,48275.193,-8996.812,-78806.751,-380.315,-1300.736,0,14145.663,-2287.285,0,942.567,-166.939,0,753.168,-116.865
59,0,0,0,0,0,0,0,1333.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.626,-166.278,-373.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.337,0,0,0,-0.874,-13.526,0,0,0,0,0,0,0,-8.776,0,189.471,-16.866,-951.253,-57.879,-52.138,0,0,0,0,0,0,0,0,0
60,0,0,290.936,8488.933,9.925,0,0,0,0,0,0,0,0,45.446,0,0,0,0,0,0,0,0,0,0,0,0,0,143.534,3671.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-459.776,-959.418,-7656.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424.303,0,0,0,-292.48,-619.904,0,0,0,0,0,0,0,193.769,-81.299,1805.265,-736.445,-27838.709,-376.916,-2002.408,0,0,0,0,0,0,0,38.144,-10.593
61,0,0,0,0,91051.678,0,0,0,0,0,0,0,0,111.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25526.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3956.984,-16274.851,-22190.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300.838,0,0,18099.863,-239.813,-3433.14,-3265.52,0,0,0,0,0,0,467.189,-146.824,3908.682,-1458.841,-63385.405,-1309.967,-2368.69,0,3.672,-1.094,0,2.558,-0.725,0,528.746,-137.706
62,0,0,0,0,0,0,484.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.382,434.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.155,-52.008,-684.848,0,0,0,0,0,0,0,0,0,0,0,32469.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-350.786,-6669.731,0,0,0,0,0,0,0,458.676,-146.824,15053.149,-4601.265,-37498.304,-310.449,-1645.508,0,497.658,-111.588,0,61.436,-13.927,0,160.855,-37.075
63,0,0,3946.894,0,20.818,0,0,6398.805,0,70.281,0,0,0,3294.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4824.004,14596.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-163.63,-4120.416,-12221.147,0,558.16,0,0,0,0,0,0,0,0,0,14188.636,0,0,0,0,0,0,0,0,0,0,0,0,4985.402,0,0,0,-186.174,-3762.992,0,0,0,0,0,0,0,321.457,-115.275,19124.835,-5335.907,-53803.924,-978.751,-4799.869,0,278.685,-63.999,0,42.318,-10.01,0,67.541,-16.419
64,372332.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2836.529,-418.785,-102572.219,0,0,0,0,0,0,0,0,0,0,0,0,358282.704,0,25471.077,71215.193,0,0,0,0,0,0,0,0,0,0,0,0,-4384.132,-25621.034,-25062.213,0,0,0,0,0,0,7698.115,-2034.26,77353.843,-8116.911,-280917.584,-891.766,-3227.961,0,16958.23,-3600.67,0,14159.47,-3184.512,0,56839.818,-10939.245
65,450.884,0,0,0,0,0,0,0,0,55648.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-464.554,-666.559,-16690.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17873.42,0,0,0,0,0,0,0,0,0,0,3689.402,0,0,-235.265,-3377.966,-1027.422,0,0,0,0,0,0,402.207,0,4645.49,-392.252,-3800.473,-57.26,-201.032,0,801.307,-720.134,0,1525.525,-761.514,0,0,0
66,0,0,59755.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-360.521,-3491.481,-27921.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.258,0,0,0,0,0,0,0,0,0,0,0,-7.152,-17.928,0,0,0,0,0,0,0,1182.226,-374.032,64066.919,-9216.184,-147841.732,-1526.668,-5220.736,0,0,0,0,276.874,-69.229,0,50.953,-25.739
67,0,0,0,0,0,0,0,0,0,2587.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.123,-36.391,-729.597,0,44.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50865.138,0,0,0,0,0,0,0,0,0,0,0,-611.074,-1877.526,0,0,0,0,0,0,0,8878.141,-37.845,107920.595,-5243.074,-48899.987,-150.785,-145.782,0,24203.585,-948.094,0,2341.92,-86.961,0,37.419,-2.072
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11392.069,0,0,0,0,0,0,0,0,0,-693.522,-547.577,0,0,0,0,0,0,0,425.141,17.661,1802.927,-282.796,-3647.834,-15.208,-47.103,0,13.111,-1.214,0,20.73,-2.761,0,84.017,-11.048
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4517.948,0,0,0,0,0,0,0,0,0,0,-48.177,-67.499,-152.113,0,0,0,0,0,0,323.542,0,987.063,-24.263,-668.226,-23.719,-38.317,0,14925.183,-400.603,0,22.808,0,0,2.121,0
70,0,0,0,0,0,0,0,0,16672.425,55382.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-508.92,-1657.875,-16243.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237.543,0,0,0,0,0,0,0,4581.618,0,0,-32.47,-149.387,-2715.108,0,0,0,0,0,0,-3129.878,-50.459,4364.943,-454.863,-9112.767,-232.379,-705.899,0,2417.913,-179.665,0,82.381,-2.761,0,177.243,-20.025
71,0,0,0,144005.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8933.283,-10121.154,-43332.722,0,0,970.293,0,0,0,13.068,0,0,0,0,0,0,0,0,0,0,0,0,42883.888,0,0,0,0,0,0,0,1060.298,-5200.762,-5588.658,-2252.3,0,0,0,0,0,0,719.922,-271.78,4458.871,-1864.038,-69500.798,-3216.346,-4636.119,0,0,0,0,6.81,-1.541,0,1044.374,-339.459
72,0,0,0,51070.095,0,0,431.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3226.149,-4169.788,-26644.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285.372,0,0,0,0,0,0,0,356.445,-189.209,-260.966,-38.307,0,0,0,0,0,0,56.58,-24.707,227.834,-103.588,-3681.47,-117.85,-264.556,0,0,0,0,0,0,0,18.004,-5.634
73,0,0,0,771.386,0,0,0,0,15868.698,0,0,0,0,76338.633,0,0,0,0,0,0,59.366,11.34,0,0,0,0,9353.733,0,900.379,22.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-452.99,-11097.067,-42475.719,0,0,70925.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-520.392,-18301.48,0,0,0,0,0,0,0,2542.856,-1457.68,32167.333,-10952.504,-76248.015,-438.078,-465.635,0,87.153,-24.999,0,16.008,-4.533,0,556.755,-161.929
74,0,0,587.854,20115.278,0,343.805,1688.304,20.289,85629.109,0,0,8287.801,80058.121,0,0,4893.409,0,0,0,0,289.781,20.926,0,509.523,0,0,0,194484.824,20007.541,26986.786,0,5221.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21098.07,-49039.58,-153324.456,0,0,0,0,0,4.625,0,0,0,0,0,0,0,0,0,0,0,0,0,70.224,0,0,0,0,0,24416.505,0,0,-2596.905,-4091.092,-273.253,0,0,0,0,0,0,-1150.185,490.082,24666.358,-10364.758,-166422.905,-2296.294,-3102.289,0,16.237,-6.521,0,0.492,-0.091,0,396.565,-120.774
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827887.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286491.09,0,0,45676.723,0,1.958,0,2575.221,0,9458.092,3013.114,309062.403,0,0,104337.97,0,0,11875.063,0,0,5681.48,0,0,16615.225
